bmrb_id,manifest_status,exclude_from_filtered_dataset,reason_codes,reason_summary,ligand_flag,paramagnetic_or_aromatic_ligand_flag,eight_sigma_outlier_flag,carbon_bound_proton_extreme_flag,withdrawn_entry_flag,rule_version,built_at
51724,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51725,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51726,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51728,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51729,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51730,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51731,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51735,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51736,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51737,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51738,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51739,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51741,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51742,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51743,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51744,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51745,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51746,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51747,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51748,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51749,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51750,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51751,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51753,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51754,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51755,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51756,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51758,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51763,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51766,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51768,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51769,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51770,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51771,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51772,excluded,yes,eight_sigma_outlier,eight-sigma outlier,no,no,yes,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51773,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51774,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51775,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51776,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51777,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51779,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51780,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51781,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51782,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51783,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51784,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51785,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51786,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51787,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51788,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51790,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51791,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51792,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51793,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51794,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51795,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51796,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51797,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51798,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51799,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51800,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51802,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51804,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51805,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51806,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51807,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51808,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51809,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51810,excluded,yes,eight_sigma_outlier,eight-sigma outlier,no,no,yes,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51811,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51812,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51813,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51814,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51815,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51818,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51819,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51820,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51821,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51822,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51823,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51824,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51825,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51826,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51827,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51828,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51829,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51831,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51832,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51833,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51834,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51835,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51836,excluded,yes,eight_sigma_outlier,eight-sigma outlier,no,no,yes,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51837,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51840,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51841,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51842,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51843,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51844,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51845,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51846,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51847,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51848,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51849,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51850,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51851,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51852,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51853,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51855,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51857,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51858,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51859,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51860,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51861,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51862,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51863,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51864,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51865,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51866,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51867,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51869,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51870,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51871,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51875,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51877,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51878,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51879,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51880,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51881,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51882,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51885,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51886,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51887,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51888,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51889,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51890,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51891,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51892,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51893,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51894,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51895,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51896,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51898,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51899,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51900,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51901,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51902,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51904,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51905,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51906,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51907,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51908,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51909,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51910,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51911,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51912,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51913,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51914,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51915,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51916,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51917,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51919,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51920,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51921,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51922,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51923,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51924,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51925,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51926,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51927,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51928,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51929,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51930,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51931,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51932,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51933,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51934,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51935,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51937,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51938,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51939,excluded,yes,eight_sigma_outlier,eight-sigma outlier,no,no,yes,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51940,excluded,yes,eight_sigma_outlier,eight-sigma outlier,no,no,yes,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51941,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51942,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51943,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51945,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51947,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51948,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51949,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51950,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51951,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51952,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51953,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51955,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51956,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51957,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51959,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51960,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51962,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51963,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51964,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51969,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51970,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51972,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51973,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51974,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51975,excluded,yes,eight_sigma_outlier,eight-sigma outlier,no,no,yes,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51976,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51977,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51978,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51979,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51981,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51982,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51983,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51984,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51985,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51986,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51987,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51988,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51989,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51990,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51991,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51992,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51993,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51994,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51996,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51997,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51998,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
51999,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52000,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52001,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52002,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52003,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52004,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52005,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52006,excluded,yes,eight_sigma_outlier,eight-sigma outlier,no,no,yes,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52007,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52008,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52009,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52010,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52012,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52013,excluded,yes,eight_sigma_outlier,eight-sigma outlier,no,no,yes,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52014,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52016,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52017,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52018,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52019,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52021,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52022,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52023,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52024,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52025,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52026,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52028,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52029,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52030,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52031,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52032,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52033,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52034,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52035,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52040,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52041,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52042,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52043,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52044,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52045,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52046,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52047,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52049,excluded,yes,eight_sigma_outlier,eight-sigma outlier,no,no,yes,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52051,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52052,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52053,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52057,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52059,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52060,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52061,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52062,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52063,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52064,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52065,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52066,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52067,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52068,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52070,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52071,included,no,,included,yes,unknown,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
52075,included,no,,included,no,no,no,no,no,filtered_entry_manifest_v1,2026-04-06T15:44:44
